"_col0","title","type","address","city","state","postalcode","country","region","latitude","longitude","isopening","rundate"
"rosspark","Ross Park Mall","store","1000 Ross Park Mall Dr  Space C02D Pittsburgh, PA 15237","Pittsburgh","PA","15237","United States","north_america","40.538741","-80.007148","false","2022-09-05 12:05:22 PDT"
"dc42498","Stillwater Restaurant and Seven Rooms","destination charger","2 Bridge Road Launceston TAS 7250","Launceston","","TAS 7250","Australia","asia_pacific","-41.440356","147.12888","false","2022-09-05 12:05:22 PDT"
"dc54495","Holiday Inn Express & Suites Sterling","destination charger","1555 E Chestnut St Sterling, Colorado 80751","Sterling","Colorado","80751","United States","north_america","40.474278","-104.891562","false","2022-09-05 12:05:22 PDT"
"dc30445","TownePlace Suites Austin Round Rock","destination charger","541  Parker Dr Austin, Texas 78728","Austin","Texas","78728","United States","north_america","30.477825","-97.680383","false","2022-09-05 12:05:22 PDT"
"dc43759","弘法の湯 本店","destination charger","〒410-2201 静岡県古奈 -255974","静岡県","伊豆の国市","","Japan","asia_pacific","35.03921","138.935511","false","2022-09-05 12:05:22 PDT"
"molde","Molde","store","Fannestrandvegen 70-72 6416 Molde Norway","Molde","","6414","Norway","europe","62.739071","7.199728","false","2022-09-05 12:05:22 PDT"
"sarasota","Sarasota-University Town Center","store","140 University Town Center Drive Suite 138 Sarasota, FL 34243  Our showroom is located on the First Level near the Apple Store and Victoria's Secret. Parking is most convenient at Parking Lot 3 near Kona Grill.","Sarasota","FL","34243","United States","north_america","27.385089","-82.453161","false","2022-09-05 12:05:22 PDT"
"dc30448","Apartment Hotel ZigZag Zagreb","destination charger","Petrinjska 9, 10000, Zagreb, Croatia","Zagreb","","10000","Croatia","europe","45.811083","15.97991","false","2022-09-05 12:05:22 PDT"
"dc28158","やすらぎの森オートキャンプ場","destination charger","〒389-1303 長野県上水内郡信濃町野尻 1200-45","長野県","","","Japan","asia_pacific","36.843024","138.196977","false","2022-09-05 12:05:22 PDT"
"eidfjordsupercharger","Eidfjord Supercharger","supercharger","Ostangvegen Eidfjord, Norway","Eidfjord","","","Norway","europe","60.467438","7.068209","false","2022-09-05 12:05:22 PDT"
"apeldoornsupercharger","Apeldoorn Supercharger","supercharger","Van Golsteinlaan 20 7339 GT Ugchelen Netherlands","Ugchelen","","7339 GT","Netherlands","europe","52.177652","5.912803","false","2022-09-05 12:05:22 PDT"
"dc17526","Domaine de Barive","destination charger","Domaine de Barive, Sainte-Preuve,  02350 France","Sainte-Preuve","","2350","France","europe","49.614794","3.882369","false","2022-09-05 12:05:22 PDT"
"dc29508","Strandhotel Seehof","destination charger","Seestrasse 33, Pfofeld OT Langlau 91738 Germany","Pfofeld OT Langlau","","91738","Germany","europe","49.127472","10.863402","false","2022-09-05 12:05:22 PDT"
"dc1628","Scandic Kristiansund","destination charger","Storgata 41 , 6508 Kristiansund, Norway","Kristiansund","","6508","Norway","europe","63.10858962","7.7287436","false","2022-09-05 12:05:22 PDT"
"birminghamstandrews","Birmingham-St Andrews","store","110 Small Heath Hwy, Birmingham, United Kingdom, B10 0BW","Birmingham","","B10 0BW","United Kingdom","europe","52.471144","-1.873503","false","2022-09-05 12:05:22 PDT"
"dc1616","Thompson Miami Beach","destination charger","4041 Collins Ave Miami Beach, FL 33140","Miami Beach","FL","33140","United States","north_america","25.812762","-80.122904","false","2022-09-05 12:05:22 PDT"
"dc42509","Pullman Sydney Hyde Park","destination charger","36 College Street Sydney NSW 2000","Sydney","","NSW 2000","Australia","asia_pacific","-33.875975","151.212678","false","2022-09-05 12:05:22 PDT"
"dc17504","Hotel Mauthausl","destination charger","Mauthausl 1, 83458 Schneizlreuth, Germany","Schneizlreuth","","83458","Germany","europe","47.711825","12.784193","false","2022-09-05 12:05:22 PDT"
"dc1984","Westway Motel","destination charger","83 Hwy 11 W Cochrane, Ontario P0L 1C0","Cochrane","Ontario","P0L 1C0","Canada","north_america","49.05906","-81.036314","false","2022-09-05 12:05:22 PDT"
"dc30221","Vine Inn Barossa","destination charger","14-22 Murray Street Nuriootpa SA 5355","Nuriootpa","","SA 5355","Australia","asia_pacific","-34.47298","138.995783","false","2022-09-05 12:05:22 PDT"
"dc20815","Domaine Chateau Bromont","destination charger","90 rue Stanstead Bromont, Quebec J2L 1K6","Bromont","Quebec","J2L 1K6","Canada","north_america","45.304932","-72.63798","false","2022-09-05 12:05:22 PDT"
"dc17245","Hotel Der Sonnberg","destination charger","Sonnbergstraße 57, 5700  Zell am See, Austria","Zell am See","","5700","Austria","europe","47.327854","12.786263","false","2022-09-05 12:05:22 PDT"
"dc20816","Cranberry Road Winery","destination charger","2858 S Forrest St Westport, Washington 98595","Westport","Washington","98595","United States","north_america","46.859479","-124.108594","false","2022-09-05 12:05:22 PDT"
"bigtimbersupercharger","Big Timber, MT Supercharger","supercharger","The Fort 228 Big Timber Loop Rd Big Timber, MT 59011","Big Timber","MT","59011","United States","north_america","45.83626","-109.94341","false","2022-09-05 12:05:22 PDT"
"dc1987","Best Western Premier Grand Canyon Squire Inn","destination charger","74 Highway 64 Grand Canyon Village, AZ 86023","Grand Canyon Village","AZ","86023","United States","north_america","35.969588","-112.129535","false","2022-09-05 12:05:22 PDT"
"dc29225","台南大員皇冠假日酒店","standard charger","708 台南市安平區州平路289號","安平區","","","Taiwan","asia_pacific","22.999171","120.148811","false","2022-09-05 12:05:22 PDT"
"dc20809","Rosarito Beach Hotel","destination charger","Blvd. Benito Juarez 31 Col Centro Rosarito, Baja California 22710","Rosarito","Baja California","22710","Mexico","north_america","32.33475","-117.055116","false","2022-09-05 12:05:22 PDT"
"dc31565","Plaza El Encino","destination charger","Paseo de las Americas #2101 Contry Sol 2do Sector Guadalupe, Nuevo Leon 67174","Guadalupe","Nuevo Leon","67174","Mexico","north_america","25.651732","-100.26532","false","2022-09-05 12:05:22 PDT"
"dc20804","Hotel Giardino Mountain","destination charger","Via Maistra 3, 7512 Champfèr, Switzerland","Champfèr","","7512","Switzerland","europe","46.477494","9.810836","false","2022-09-05 12:05:22 PDT"
"dc19815","Walden Hall","destination charger","17440 True Blue Ln Reva, Virginia 22735","Reva","VA","22735","United States","north_america","38.460384","-78.128655","false","2022-09-05 12:05:22 PDT"
"dc32815","The Parkside Hotel & Spa","destination charger","810 Humboldt St Victoria, British Columbia V8V 5B1","Victoria","British Columbia","V8V 5B1","Canada","north_america","48.420311","-123.362929","false","2022-09-05 12:05:22 PDT"
"dc32822","Towneplace Suites by Marriott San Jose - Santa Clara","destination charger","2877 Lakeside Dr Santa Clara, California 95054","Santa Clara","California","95054","United States","north_america","37.383181","-121.978802","false","2022-09-05 12:05:22 PDT"
"dc17208","The Dahlonega Square Hotel & Villas","destination charger","135  N Chestatee St Dahlonega, Georgia 30533","Dahlonega","Georgia","30533","United States","north_america","34.53318","-83.986424","false","2022-09-05 12:05:22 PDT"
"dc17206","La Tourelle Hotel & Spa","destination charger","1150 Danby Rd Ithaca, New York 14850","Ithaca","New York","14850","United States","north_america","42.401672","-76.502904","false","2022-09-05 12:05:22 PDT"
"moseslakesupercharger","Moses Lake, WA Supercharger","supercharger","2709 West Broadway Avenue Moses Lake, Washington United States 98837","Moses Lake","WA","98837","United States","north_america","47.103808","-119.310556","false","2022-09-05 12:05:22 PDT"
"dc18530","Fiesta Inn Perinorte","destination charger","Carretera Mexico-Queretaro Km. 32.5 esq. Ferrocarrilera Lecheria Tultitlan, Estado de Mexico 54900","Tultitlan","Estado de Mexico","54900","Mexico","north_america","19.608868","-99.188942","false","2022-09-05 12:05:22 PDT"
"dc18534","Fiesta Inn Guadalajara Expo","destination charger","Avenida Mariano Otero 1550  Col. Rinconada del Sol Guadalajara, Jalisco 45055","Guadalajara","Jalisco","45055","Mexico","north_america","20.65255","-103.396651","false","2022-09-05 12:05:22 PDT"
"dc18535","Live Aqua Monterrey Valle","destination charger","Av Lazaro Cardenas 2424 Valle Oriente San Pedro Garza Garcia, Nuevo Leon 66260","San Pedro Garza Garcia","Nuevo Leon","66260","Mexico","north_america","25.651756","-100.332504","false","2022-09-05 12:05:22 PDT"
"dc19867","Las Alcobas, A Luxury Collection Hotel, Napa Valley","destination charger","1915  Main St St Helena, California 94574","St Helena","California","94574","United States","north_america","38.50939","-122.478401","false","2022-09-05 12:05:22 PDT"
"dc19868","Couples Resort Inc","destination charger","139 Galeairy Lake Rd Whitney, Ontario K0J 2M0","Whitney","Ontario","K0J 2M0","Canada","north_america","45.489634","-78.244608","false","2022-09-05 12:05:22 PDT"
"dc20846","Wild Mountain Ski & Snow Board Area","destination charger","37200 Wild Mountain Rd Taylors Falls, Minnesota 55084","Taylors Falls","Minnesota","55084","United States","north_america","45.488811","-92.705093","false","2022-09-05 12:05:22 PDT"
"oslok100","Oslo Karihaugen","service","Karihaugveien 100 1086 Oslo Norway","Oslo","","1086","Norway","europe","59.9384773","10.9251538","false","2022-09-05 12:05:22 PDT"
"sanclementesupercharger","San Clemente, CA Supercharger","supercharger","101 West Avenida Vista Hermosa San Clemente, California United States 92672-7706","San Clemente","CA","92672-7706","United States","north_america","33.436793","-117.626864","false","2022-09-05 12:05:22 PDT"
"dc18521","Taste Restaurant and Wine Bar","destination charger","9402 Main St Plymouth, California 95669","Plymouth","California","95669","United States","north_america","38.480967","-120.847971","false","2022-09-05 12:05:22 PDT"
"dc18523","Fiesta Americana Grand Chapultepec","destination charger","Av. Mariano Escobedo #756 Anzures Miguel Hidalgo, Ciudad de Mexico 11590","Miguel Hidalgo","Ciudad de Mexico","11590","Mexico","north_america","19.425059","-99.178321","false","2022-09-05 12:05:22 PDT"
"dc18524","Fiesta Americana Reforma","destination charger","Paseo de la Reforma 80 Juarez Cuauhtemoc, Ciudad de Mexico 06600","Cuauhtemoc","Ciudad de Mexico","6600","Mexico","north_america","19.432348","-99.154855","false","2022-09-05 12:05:22 PDT"
"dc19855","SpringHill Suites by Marriott Murray","destination charger","1512 N 12th St Murray, Kentucky 42071","Murray","Kentucky","42071","United States","north_america","36.635046","-88.309691","false","2022-09-05 12:05:22 PDT"
"kanazawasupercharger","Kanazawa","supercharger","","Kanazawa","","","Japan","asia_pacific","36.59876438","136.6242859","false","2022-09-05 12:05:22 PDT"
"dc20834","Restaurante Heidelberg","destination charger","Ave. Fco. I. Madero y Calle H S/N Nueva Mexicali, Baja California 21100","Mexicali","Baja California","21100","Mexico","north_america","32.666651","-115.46488","false","2022-09-05 12:05:22 PDT"
"dc91198","ホテルふたり木もれ陽","destination charger","〒414-0001 静岡県伊東市宇佐美3594-809","伊東市","静岡県","","Japan","asia_pacific","35.031359","139.096904","false","2022-09-05 12:05:22 PDT"
"dc19844","Parkhotel Holzner","destination charger","Dorf 18","Oberbozen","","39059","Italy","europe","46.527668","11.40553","false","2022-09-05 12:05:22 PDT"
"dc19831","Hotel Seeber","destination charger","Ratschings 43/B","Ratschings","","39040","Italy","europe","46.86516","11.309547","false","2022-09-05 12:05:22 PDT"
"dc19832","Hotel Cristal","destination charger","Obereggen 31","Deutschnofen","","39050","Italy","europe","46.385112","11.529637","false","2022-09-05 12:05:22 PDT"
"dc20820","The Point Brisbane","destination charger","21 Lambert Kangaroo Point QLD 4169","Kangaroo Point","","QLD 4169","Australia","asia_pacific","-27.473983","153.036461","false","2022-09-05 12:05:22 PDT"
"dc1996","Desert Hills Estate Winery","destination charger","30480 71 St Oliver, British Columbia V0H 1T0","Oliver","BC","V0H 1T0","Canada","north_america","49.102681","-119.546719","false","2022-09-05 12:05:22 PDT"
"dc19894","Courtyard & Residence Inn Montreal Airport","destination charger","7000 Place Robert Joncas Montreal, Quebec H4M 2Z5","Montreal","Quebec","H4M 2Z5","Canada","north_america","45.493146","-73.69994","false","2022-09-05 12:05:22 PDT"
"dc20883","Boot Hill Distillery","destination charger","501 W Spruce St Dodge City, Kansas 67801","Dodge City","Kansas","67801","United States","north_america","37.754546","-100.021371","false","2022-09-05 12:05:22 PDT"
"dc17241","Fairfield Inn & Suites Rockport","destination charger","2950 Hwy 35 N Rockport, Texas 78382","Rockport","TX","78382","United States","north_america","28.056981","-97.041521","false","2022-09-05 12:05:22 PDT"
"hudsonmasupercharger","Hudson, MA Supercharger","supercharger","2 Highland Common East Hudson, Massachusetts United States 01749","Marlborough","MA","1749","United States","north_america","42.395459","-71.595021","false","2022-09-05 12:05:22 PDT"
"dc585988","이븐데일 컨트리클럽","destination charger","청주시 상당구 대신 2길 31","청주시 상당구","","","South Korea","asia_pacific","36.684968","127.602554","false","2022-09-05 12:05:22 PDT"
"dc30243","Stockland Baldivis","destination charger","20 Settlers Ave Baldivis WA 6171","Baldivis","","WA 6171","Australia","asia_pacific","-32.333998","115.814559","false","2022-09-05 12:05:22 PDT"
"dc31576","Hotel Marriott Praia D'El Rey","destination charger","Av. D. Ines de Castro 1, 2510-461 Vale de Janelas, Portugal","Vale de Janelas","Obidos","2510-461","Portugal","europe","39.389773","-9.28788","false","2022-09-05 12:05:22 PDT"
"dc17229","Hotel Magnus","destination charger","Povazska 1706 / 35, 911 01 Trencin, Slovakia","Trencin","","911 01","Slovakia","europe","48.899877","18.057141","false","2022-09-05 12:05:22 PDT"
"dc17223","Golf Club The Blue Monster Eppan","destination charger","Via Riva di Sotto, 74, 39057 Eppan, Italy","Eppan","","39057","Italy","europe","46.49722","11.257701","false","2022-09-05 12:05:22 PDT"
"dc20872","Tuwanek Hotel and Spa","destination charger","7545 Islet Pl Sechelt, British Columbia V0N 3A4","Sechelt","British Columbia","V0N 3A4","Canada","north_america","49.54563","-123.762702","false","2022-09-05 12:05:22 PDT"
"dc20868","Ceiba de la Xtabay","destination charger","Calle 33 DiagonalNo. 224 INT. B  X 33 Y 35  Colonia Poligono108 Itzimna Merida, Yucatan 97143","Merida","Yucatan","97143","Mexico","north_america","21.000114","-89.572241","false","2022-09-05 12:05:22 PDT"
"dc18543","One Monterrey Aeropuerto","destination charger","Blvd. Aeropuerto 10 Parque industrial Milenio Cd Apodaca, Nuevo Leon 66600","Cd Apodaca","Nuevo Leon","66600","Mexico","north_america","25.785577","-100.13555","false","2022-09-05 12:05:22 PDT"
"dc18544","Live Aqua Cancun","destination charger","Blvd. Kukulcan Km.12.5 Zona Hotelera Cancun, Quintana Roo 77500","Cancun","Quintana Roo","77500","Mexico","north_america","21.107154","-86.763134","false","2022-09-05 12:05:22 PDT"
"dc20860","Olderfjord Hotell Russenes Camping","destination charger","E69, Russenes  9713 Norway","Russenes","","9713","Norway","europe","70.478106","25.065907","false","2022-09-05 12:05:22 PDT"
